Type,Unit,Level,Range,Radius,Hit Speed (sec),Hitpoints,Damage,DPS,Crown Tower Damage,Charge Damage,Stage1 Damage,Stage2 Damage,Stage3 Damage (Max),Shield Hitpoints,Death Damage,Heal (per hit),Heal per Second,Enchanted Damage,Pellet Count,Spawn Damage,Jump Damage,Shard Count,Building Damage,Dash Damage,Zap Pack Damage,Zap Pack DPS,Hit Count,Damage (2-4 targets),Crown Tower Damage (2-4 targets),Damage (5+ targets),Crown Tower Damage (5+ targets),Area Damage,Combo Damage,Air Form DPS,Ground Form DPS
Troop,Night Witch,2,Melee: Long,,1.3,389,135,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,3,Melee: Long,,1.3,428,148,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,4,Melee: Long,,1.3,470,163,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,5,Melee: Long,,1.3,516,179,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,6,Melee: Long,,1.3,566,196,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,7,Melee: Long,,1.3,623,216,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,8,Melee: Long,,1.3,683,237,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,9,Melee: Long,,1.3,750,260,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,10,Melee: Long,,1.3,824,286,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,11,Melee: Long,,1.3,906,314,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,12,Melee: Long,,1.3,994,345,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,13,Melee: Long,,1.3,1093,380,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,14,Melee: Long,,1.3,1200,416,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,15,Melee: Long,,1.3,1316,457,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,16,Melee: Long,,1.3,1447,503,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,17,Melee: Long,,1.3,1593,553,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Night Witch,18,Melee: Long,,1.3,1752,608,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,1,Melee: Short,,1.1,613,99,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,2,Melee: Short,,1.1,674,108,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,3,Melee: Short,,1.1,741,119,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,4,Melee: Short,,1.1,815,131,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,5,Melee: Short,,1.1,894,144,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,6,Melee: Short,,1.1,980,158,143,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,7,Melee: Short,,1.1,1078,174,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,8,Melee: Short,,1.1,1183,191,173,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,9,Melee: Short,,1.1,1299,209,190,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,10,Melee: Short,,1.1,1428,230,209,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,11,Melee: Short,,1.1,1569,253,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,12,Melee: Short,,1.1,1722,278,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,13,Melee: Short,,1.1,1894,305,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,14,Melee: Short,,1.1,2078,335,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,15,Melee: Short,,1.1,2280,368,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,16,Melee: Short,,1.1,2507,404,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,17,Melee: Short,,1.1,2758,445,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golem,18,Melee: Short,,1.1,3034,490,445,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,1,Melee: Short,,1.1,298,50,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,2,Melee: Short,,1.1,327,55,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,3,Melee: Short,,1.1,360,60,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,4,Melee: Short,,1.1,396,66,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,5,Melee: Short,,1.1,435,73,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,6,Melee: Short,,1.1,476,80,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,7,Melee: Short,,1.1,524,88,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,8,Melee: Short,,1.1,575,96,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,9,Melee: Short,,1.1,631,106,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,10,Melee: Short,,1.1,694,116,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,11,Melee: Short,,1.1,762,128,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,12,Melee: Short,,1.1,837,140,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,13,Melee: Short,,1.1,920,154,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,14,Melee: Short,,1.1,1010,169,153,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,15,Melee: Short,,1.1,1108,186,169,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,16,Melee: Short,,1.1,1218,204,185,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,17,Melee: Short,,1.1,1341,225,204,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Golemite,18,Melee: Short,,1.1,1475,247,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,1,Melee: Short,,1.1,141,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,2,Melee: Short,,1.1,155,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,3,Melee: Short,,1.1,170,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,4,Melee: Short,,1.1,187,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,5,Melee: Short,,1.1,205,36,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,6,Melee: Short,,1.1,225,40,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,7,Melee: Short,,1.1,248,44,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,8,Melee: Short,,1.1,272,48,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,9,Melee: Short,,1.1,298,53,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,10,Melee: Short,,1.1,328,58,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,11,Melee: Short,,1.1,360,64,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,12,Melee: Short,,1.1,396,70,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,13,Melee: Short,,1.1,435,77,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,14,Melee: Short,,1.1,477,84,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,15,Melee: Short,,1.1,524,93,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,16,Melee: Short,,1.1,576,102,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,17,Melee: Short,,1.1,634,112,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Elixir Blob,18,Melee: Short,,1.1,697,123,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,1,,,,513,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,2,,,,564,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,3,,,,620,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,4,,,,682,43,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,5,,,,748,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,6,,,,820,52,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,7,,,,902,58,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,8,,,,990,63,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,9,,,,1087,69,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,10,,,,1195,76,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,11,,,,1313,84,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,12,,,,1441,92,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,13,,,,1585,101,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,14,,,,1739,111,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,15,,,,1908,122,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,16,,,,2098,134,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,17,,,,2308,148,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Goblin Drill,18,,,,2539,163,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,1,,3,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,2,,3,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,3,,3,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,4,,3,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,5,,3,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,6,,3,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,7,,3,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,8,,3,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,9,,3,,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,10,,3,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,11,,3,,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,12,,3,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,13,,3,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,14,,3,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,15,,3,,,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,16,,3,,,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,17,,3,,,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Royal Delivery,18,,3,,,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,1,,3,,,70,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,2,,3,,,77,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,3,,3,,,84,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,4,,3,,,93,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,5,,3,,,102,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,6,,3,,,112,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,7,,3,,,123,,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,8,,3,,,135,,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,9,,3,,,148,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,10,,3,,,163,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,11,,3,,,179,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,12,,3,,,196,,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,13,,3,,,216,,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,14,,3,,,237,,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,15,,3,,,260,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,16,,3,,,286,,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,17,,3,,,315,,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Rage,18,,3,,,346,,104,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,1,,3,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,2,,3,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,3,,3,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,4,,3,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,5,,3,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,6,,3,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,7,,3,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,8,,3,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,9,,3,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,10,,3,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,11,,3,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,12,,3,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,13,,3,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,14,,3,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,15,,3,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,16,,3,,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,17,,3,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Goblin Curse,18,,3,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,1,5.5,,0.9,707,83,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,2,5.5,,0.9,777,91,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,3,5.5,,0.9,855,100,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,4,5.5,,0.9,940,110,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,5,5.5,,0.9,1032,121,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,6,5.5,,0.9,1131,132,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,7,5.5,,0.9,1244,146,162,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,8,5.5,,0.9,1364,160,177,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,9,5.5,,0.9,1498,175,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,10,5.5,,0.9,1647,193,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,11,5.5,,0.9,1809,212,235,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,12,5.5,,0.9,1986,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,13,5.5,,0.9,2184,256,284,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,14,5.5,,0.9,2396,281,312,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,15,5.5,,0.9,2630,308,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,16,5.5,,0.9,2891,339,376,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,17,5.5,,0.9,3181,373,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cannon Cart,18,5.5,,0.9,3499,410,455,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,1,Melee: Medium,,1.3,340,76,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,2,Melee: Medium,,1.3,374,83,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,3,Melee: Medium,,1.3,411,91,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,4,Melee: Medium,,1.3,452,101,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,5,Melee: Medium,,1.3,496,110,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,6,Melee: Medium,,1.3,544,121,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,7,Melee: Medium,,1.3,598,133,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,8,Melee: Medium,,1.3,656,146,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,9,Melee: Medium,,1.3,720,161,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,10,Melee: Medium,,1.3,792,177,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,11,Melee: Medium,,1.3,870,194,149,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,12,Melee: Medium,,1.3,955,213,163,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,13,Melee: Medium,,1.3,1050,234,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,14,Melee: Medium,,1.3,1152,257,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,15,Melee: Medium,,1.3,1264,282,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,16,Melee: Medium,,1.3,1390,310,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,17,Melee: Medium,,1.3,1530,342,263,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Fisherman,18,Melee: Medium,,1.3,1683,376,289,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,1,5.5,,1,207,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,2,5.5,,1,227,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,3,5.5,,1,250,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,4,5.5,,1,275,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,5,5.5,,1,302,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,6,5.5,,1,331,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,7,5.5,,1,364,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,8,5.5,,1,399,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,9,5.5,,1,438,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,10,5.5,,1,482,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,11,5.5,,1,529,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,12,5.5,,1,581,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,13,5.5,,1,639,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,14,5.5,,1,701,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,15,5.5,,1,770,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,16,5.5,,1,846,212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,17,5.5,,1,931,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mother Witch,18,5.5,,1,1024,257,257,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,1,Melee: Short,,1.2,246,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,2,Melee: Short,,1.2,270,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,3,Melee: Short,,1.2,297,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,4,Melee: Short,,1.2,327,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,5,Melee: Short,,1.2,359,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,6,Melee: Short,,1.2,393,33,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,7,Melee: Short,,1.2,432,36,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,8,Melee: Short,,1.2,474,40,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,9,Melee: Short,,1.2,521,44,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,10,Melee: Short,,1.2,573,48,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,11,Melee: Short,,1.2,629,53,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,12,Melee: Short,,1.2,691,59,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,13,Melee: Short,,1.2,760,64,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,14,Melee: Short,,1.2,833,71,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,15,Melee: Short,,1.2,915,78,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,16,Melee: Short,,1.2,1006,85,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,17,Melee: Short,,1.2,1107,94,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Cursed Hog,18,Melee: Short,,1.2,1217,103,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,1,Melee: Medium,,1.2,840,83,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,2,Melee: Medium,,1.2,924,91,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,3,Melee: Medium,,1.2,1016,100,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,4,Melee: Medium,,1.2,1117,110,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,5,Melee: Medium,,1.2,1226,121,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,6,Melee: Medium,,1.2,1344,132,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,7,Melee: Medium,,1.2,1478,146,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,8,Melee: Medium,,1.2,1621,160,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,9,Melee: Medium,,1.2,1780,175,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,10,Melee: Medium,,1.2,1957,193,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,11,Melee: Medium,,1.2,2150,212,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,12,Melee: Medium,,1.2,2360,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,13,Melee: Medium,,1.2,2595,256,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,14,Melee: Medium,,1.2,2847,281,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,15,Melee: Medium,,1.2,3124,308,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,16,Melee: Medium,,1.2,3435,339,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,17,Melee: Medium,,1.2,3780,373,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine,18,Melee: Medium,,1.2,4158,410,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,1,,1.5,,,119,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,2,,1.5,,,130,,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,3,,1.5,,,143,,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,4,,1.5,,,158,,79,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,5,,1.5,,,173,,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,6,,1.5,,,190,,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,7,,1.5,,,209,,105,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,8,,1.5,,,229,,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,9,,1.5,,,252,,126,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,10,,1.5,,,277,,139,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,11,,1.5,,,304,,152,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,12,,1.5,,,334,,167,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,13,,1.5,,,367,,184,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,14,,1.5,,,403,,202,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Machine Rocket,15,,1.5,,,442,,221,,,,,,,,,,,,,,,,,,,,,,,,,,
